customer_id,tenure_months,monthly_spend_eur,logins_30d,content_completions_30d,support_tickets_90d,satisfaction_score,payment_delays_12m,days_since_last_activity,plan_type,acquisition_channel,region,churned
SP-00669,56,80.84,8,2,0,3.7,3,14,Professional,Organic,Germany,0
SP-00670,8,33.81,8,5,0,4.8,0,14,Professional,Partner,Germany,0
SP-00671,58,72.0,13,4,1,4.2,0,4,Basic,Organic,Germany,0
SP-00672,37,118.75,5,3,2,5.0,0,3,Basic,Referral,United Kingdom,0
SP-00673,39,151.79,8,7,0,3.7,2,2,Professional,Paid,Portugal,0
SP-00674,6,86.24,6,2,1,5.0,0,18,Basic,Organic,Germany,0
SP-00675,38,162.74,10,1,1,2.3,1,16,Basic,Organic,Germany,0
SP-00676,44,56.31,11,4,2,3.3,1,13,Professional,Referral,United Kingdom,0
SP-00677,35,101.34,6,4,3,2.9,0,10,Basic,Referral,United Kingdom,0
SP-00678,6,102.57,6,5,1,4.5,0,22,Professional,Referral,United Kingdom,0
SP-00679,32,109.8,10,1,0,2.9,0,9,Basic,Organic,United Kingdom,0
SP-00680,57,91.28,2,5,3,4.7,1,7,Professional,Paid,Portugal,0
SP-00681,44,98.99,10,1,2,4.4,0,5,Basic,Paid,Germany,0
SP-00682,9,55.76,8,3,0,4.0,3,12,Professional,Paid,Portugal,0
SP-00683,58,145.35,7,2,2,3.8,0,14,Basic,Referral,United Kingdom,0
SP-00684,58,124.79,8,1,2,3.0,1,12,Basic,Referral,Portugal,0
SP-00685,11,97.33,8,4,1,4.4,0,20,Basic,Paid,United Kingdom,1
SP-00686,49,126.06,10,4,0,3.5,0,10,Basic,Partner,Portugal,0
SP-00687,25,147.39,8,1,1,4.5,0,50,Basic,Organic,Portugal,0
SP-00688,36,109.11,8,4,1,5.0,0,12,Professional,Paid,Germany,0
SP-00689,27,192.37,12,4,1,3.6,0,8,Professional,Paid,United Kingdom,0
SP-00690,47,113.01,7,5,1,4.9,1,9,Professional,Paid,United Kingdom,0
SP-00691,60,59.35,16,2,2,4.0,0,16,Professional,Organic,United Kingdom,0
SP-00692,48,95.26,9,1,0,4.4,0,42,Basic,Paid,Germany,0
SP-00693,56,128.2,13,2,2,2.8,0,7,Enterprise,Referral,Germany,0
SP-00694,57,147.46,8,5,0,3.3,0,19,Basic,Organic,Germany,0
SP-00695,6,92.1,9,2,1,3.3,1,15,Basic,Referral,United Kingdom,0
SP-00696,16,57.42,5,2,0,5.0,0,31,Basic,Partner,United Kingdom,0
SP-00697,44,77.87,10,6,2,3.6,1,7,Basic,Paid,United Kingdom,0
SP-00698,36,47.32,8,8,0,4.4,1,17,Professional,Organic,Germany,0
SP-00699,4,118.02,6,2,2,3.8,0,24,Basic,Organic,Portugal,0
SP-00700,6,71.62,4,1,0,3.6,0,18,Basic,Paid,United Kingdom,0
SP-00701,32,63.23,9,6,1,2.7,1,22,Basic,Partner,Portugal,1
SP-00702,37,123.0,13,2,0,2.4,1,9,Basic,Referral,Portugal,0
SP-00703,11,161.29,7,4,1,3.6,2,15,Professional,Referral,Portugal,0
SP-00704,11,63.11,5,3,1,3.7,1,27,Basic,Organic,United Kingdom,0
SP-00705,8,92.36,8,3,1,3.2,0,3,Basic,Organic,Germany,0
SP-00706,34,79.25,11,4,3,4.0,0,10,Professional,Referral,United Kingdom,0
SP-00707,1,150.46,7,4,0,5.0,0,6,Professional,Referral,Germany,0
SP-00708,35,83.11,9,4,2,5.0,0,6,Enterprise,Referral,Portugal,0
SP-00709,29,55.2,7,4,1,3.9,2,15,Basic,Organic,United Kingdom,0
SP-00710,28,84.79,5,3,4,3.9,0,15,Professional,Organic,United Kingdom,0
SP-00711,41,136.68,4,6,1,4.4,1,10,Basic,Organic,United Kingdom,0
SP-00712,32,77.3,11,4,2,4.0,1,14,Professional,Paid,United Kingdom,0
SP-00713,44,65.87,2,1,1,4.4,2,12,Professional,Organic,United Kingdom,0
SP-00714,46,81.53,7,6,2,4.1,2,3,Basic,Paid,Germany,0
SP-00715,56,55.93,9,2,1,3.9,1,4,Basic,Organic,Germany,0
SP-00716,48,79.21,8,2,1,3.3,1,19,Basic,Organic,Portugal,0
SP-00717,32,67.96,9,4,0,4.1,0,5,Basic,Organic,United Kingdom,0
SP-00718,30,208.28,8,5,1,2.0,1,10,Professional,Referral,Germany,0
SP-00719,15,36.72,6,5,0,4.0,0,16,Basic,Organic,Germany,0
SP-00720,36,59.25,8,3,0,2.2,1,15,Professional,Referral,Germany,0
SP-00721,9,65.85,10,1,1,4.1,0,7,Professional,Referral,Portugal,1
SP-00722,56,56.09,5,1,3,3.1,2,12,Basic,Paid,Portugal,1
SP-00723,51,101.77,7,4,0,4.9,2,9,Basic,Paid,Germany,0
SP-00724,8,62.64,11,1,1,3.9,3,11,Basic,Referral,Germany,0
SP-00725,48,45.29,12,2,0,3.8,1,30,Basic,Organic,Germany,0
SP-00726,8,88.89,4,3,3,4.2,1,17,Enterprise,Paid,Germany,0
SP-00727,44,75.43,10,2,1,3.1,2,11,Enterprise,Referral,Germany,0
SP-00728,6,63.87,4,4,2,4.7,0,13,Basic,Paid,United Kingdom,0
SP-00729,30,148.8,12,6,0,4.4,0,1,Basic,Partner,Portugal,0
SP-00730,40,103.22,9,3,1,3.4,0,57,Professional,Organic,Germany,1
SP-00731,44,98.35,9,1,0,3.0,3,27,Professional,Referral,Germany,0
SP-00732,26,104.2,8,3,1,3.5,1,9,Professional,Organic,United Kingdom,0
SP-00733,56,101.94,6,9,0,3.7,0,2,Professional,Referral,Germany,0
SP-00734,47,77.05,7,2,1,2.9,0,9,Basic,Referral,Germany,0
SP-00735,13,62.92,6,2,1,3.4,2,24,Enterprise,Partner,Germany,0
SP-00736,41,89.72,12,2,3,3.3,1,22,Professional,Referral,United Kingdom,0
SP-00737,44,76.45,9,2,2,3.6,1,12,Professional,Referral,Germany,0
SP-00738,21,36.53,8,2,2,3.6,0,37,Basic,Organic,United Kingdom,0
SP-00739,45,54.09,5,2,0,4.2,2,11,Basic,Organic,Portugal,0
SP-00740,54,72.44,3,0,1,3.8,1,10,Basic,Paid,Germany,1
SP-00741,50,124.14,14,3,2,4.1,2,16,Enterprise,Organic,United Kingdom,0
SP-00742,46,89.88,6,6,1,4.0,0,7,Professional,Referral,Portugal,0
SP-00743,39,58.33,8,4,4,3.6,1,8,Basic,Paid,United Kingdom,0
SP-00744,17,52.19,7,3,1,4.3,0,19,Basic,Paid,Germany,0
SP-00745,48,135.59,8,2,4,1.6,0,6,Basic,Organic,Germany,0
SP-00746,22,78.55,11,1,0,3.5,0,16,Professional,Referral,United Kingdom,0
SP-00747,32,24.5,5,2,2,3.3,1,23,Enterprise,Paid,Germany,1
SP-00748,19,80.66,9,4,1,3.9,2,9,Basic,Organic,Portugal,1
SP-00749,19,112.72,2,4,2,3.3,0,10,Basic,Organic,Portugal,0
SP-00750,10,51.54,11,2,1,4.2,0,13,Basic,Referral,Portugal,0
SP-00751,58,87.02,8,1,4,4.4,1,6,Professional,Referral,Portugal,0
SP-00752,9,90.49,6,2,1,2.7,0,9,Professional,Referral,Portugal,1
SP-00753,6,52.8,5,6,1,4.0,2,3,Basic,Partner,Portugal,0
SP-00754,57,140.97,11,3,0,2.8,0,5,Enterprise,Paid,United Kingdom,0
SP-00755,34,91.15,4,6,3,4.2,0,11,Professional,Partner,Germany,0
SP-00756,27,72.29,8,1,2,3.4,0,15,Basic,Partner,Germany,0
SP-00757,45,78.77,6,1,0,3.2,2,16,Basic,Organic,Germany,0
SP-00758,23,48.75,6,3,1,2.4,1,7,Professional,Organic,Germany,1
SP-00759,8,47.94,7,1,2,3.7,1,7,Professional,Paid,Portugal,0
SP-00760,44,69.48,5,3,0,2.9,1,8,Professional,Partner,Portugal,0
SP-00761,11,71.29,11,3,3,2.6,0,12,Professional,Paid,Germany,0
SP-00762,34,76.6,11,4,1,3.9,1,5,Basic,Organic,Portugal,0
SP-00763,57,146.41,10,2,0,4.6,1,3,Basic,Organic,United Kingdom,0
SP-00764,57,110.13,6,5,1,4.1,1,14,Basic,Partner,United Kingdom,0
SP-00765,22,38.76,7,5,0,2.7,1,8,Basic,Organic,Portugal,0
SP-00766,47,134.27,6,5,0,3.7,1,16,Professional,Partner,Portugal,1
SP-00767,37,69.26,7,3,3,4.3,2,38,Enterprise,Referral,United Kingdom,0
SP-00768,29,114.65,12,7,1,3.7,1,8,Basic,Partner,United Kingdom,0
SP-00769,9,71.58,3,2,2,4.1,2,16,Basic,Organic,Germany,1
SP-00770,23,88.71,10,1,0,3.5,0,2,Professional,Partner,Germany,0
SP-00771,40,50.23,12,4,1,3.5,1,9,Professional,Referral,United Kingdom,0
SP-00772,60,97.01,4,4,2,3.3,2,13,Basic,Paid,Portugal,0
SP-00773,1,120.25,6,4,0,4.3,0,1,Professional,Organic,United Kingdom,0
SP-00774,44,41.62,7,2,2,4.3,0,28,Professional,Organic,United Kingdom,0
SP-00775,51,121.05,6,1,3,3.4,1,6,Professional,Organic,Germany,1
SP-00776,58,62.81,5,1,1,4.4,1,21,Enterprise,Paid,Germany,0
SP-00777,26,166.89,3,2,0,2.7,0,17,Professional,Organic,United Kingdom,0
SP-00778,8,115.56,13,0,1,3.7,1,32,Professional,Paid,Portugal,1
SP-00779,17,107.07,3,6,2,2.7,2,2,Professional,Organic,United Kingdom,0
SP-00780,52,78.96,7,7,2,2.9,2,14,Professional,Paid,Germany,0
SP-00781,53,225.71,9,3,1,2.7,0,11,Basic,Organic,Portugal,0
SP-00782,39,69.44,5,6,4,3.3,1,1,Basic,Partner,Germany,1
SP-00783,8,54.6,9,1,1,4.3,0,10,Professional,Organic,United Kingdom,0
SP-00784,8,63.73,7,7,0,3.7,1,10,Basic,Partner,Germany,0
SP-00785,29,129.56,6,2,2,3.3,2,4,Enterprise,Referral,Portugal,0
SP-00786,36,88.0,8,3,2,3.7,1,10,Basic,Organic,Germany,0
SP-00787,2,82.62,14,8,1,2.2,0,9,Professional,Partner,United Kingdom,0
SP-00788,42,69.87,5,5,0,4.3,0,8,Basic,Organic,Germany,0
SP-00789,33,80.83,7,4,1,2.0,2,15,Professional,Paid,Germany,0
SP-00790,1,67.88,9,8,0,3.2,0,19,Professional,Referral,Germany,0
SP-00791,6,111.36,5,1,1,3.7,2,6,Basic,Paid,Germany,0
SP-00792,28,75.88,6,1,1,4.2,0,11,Basic,Organic,Portugal,0
SP-00793,44,64.22,9,2,3,4.0,1,32,Basic,Organic,United Kingdom,0
SP-00794,50,124.88,7,2,2,3.8,1,11,Basic,Partner,Portugal,0
SP-00795,26,55.31,10,6,3,5.0,0,6,Basic,Organic,Portugal,0
SP-00796,18,88.52,6,4,0,5.0,1,5,Basic,Paid,Germany,0
SP-00797,59,36.43,8,5,2,3.8,2,17,Professional,Partner,Germany,0
SP-00798,28,46.37,8,3,5,3.7,1,7,Basic,Organic,Germany,0
SP-00799,19,72.48,7,3,2,3.7,0,6,Basic,Organic,Germany,0
SP-00800,27,67.36,9,2,0,3.3,0,16,Basic,Organic,Germany,0
SP-00801,1,67.32,7,2,1,4.1,1,4,Professional,Partner,Germany,0
SP-00802,19,116.01,8,3,2,4.8,2,15,Basic,Partner,Germany,1
SP-00803,31,118.91,9,5,2,1.8,0,5,Basic,Partner,Germany,0
SP-00804,56,95.73,14,1,0,3.7,1,6,Basic,Referral,Germany,0
SP-00805,45,54.11,8,5,1,5.0,1,3,Basic,Referral,Germany,0
SP-00806,47,80.57,7,3,2,4.1,1,6,Professional,Partner,United Kingdom,0
SP-00807,33,177.36,5,0,1,4.1,2,24,Enterprise,Partner,Germany,0
SP-00808,7,215.45,8,7,1,2.5,3,53,Professional,Organic,Germany,1
SP-00809,24,125.4,11,3,0,4.4,1,10,Professional,Organic,United Kingdom,0
SP-00810,60,54.97,5,3,3,4.6,2,9,Basic,Referral,Portugal,0
SP-00811,3,80.86,6,4,0,4.0,1,19,Basic,Paid,Germany,0
SP-00812,53,93.09,8,2,2,3.3,1,16,Professional,Referral,Germany,1
SP-00813,42,87.3,8,2,3,4.2,1,22,Professional,Organic,Germany,0
SP-00814,18,131.05,14,4,0,3.0,1,15,Enterprise,Paid,Germany,0
SP-00815,47,113.85,4,3,1,2.9,0,24,Enterprise,Organic,Germany,0
SP-00816,51,53.77,5,8,0,4.4,3,14,Professional,Organic,Germany,0
SP-00817,3,64.86,4,5,0,4.7,0,32,Basic,Paid,Germany,0
SP-00818,7,125.18,5,3,2,3.2,1,19,Enterprise,Partner,Germany,0
SP-00819,40,148.53,5,3,0,2.9,1,30,Basic,Referral,Portugal,1
SP-00820,60,93.58,8,4,3,3.1,1,9,Basic,Partner,Germany,1
SP-00821,2,156.58,7,1,1,4.0,0,10,Professional,Partner,Germany,0
SP-00822,40,89.16,10,5,3,2.9,0,13,Professional,Organic,United Kingdom,0
SP-00823,9,57.62,15,6,0,4.8,1,14,Basic,Organic,Germany,0
SP-00824,40,109.49,9,3,2,3.4,1,11,Professional,Organic,Germany,0
SP-00825,38,258.77,9,2,1,4.1,0,12,Professional,Referral,Germany,0
SP-00826,6,48.91,11,2,2,3.2,0,9,Basic,Paid,United Kingdom,1
SP-00827,41,153.98,7,3,2,4.3,0,13,Professional,Paid,Portugal,0
SP-00828,54,106.88,7,3,3,4.3,0,8,Basic,Referral,United Kingdom,0
SP-00829,52,63.27,8,3,2,2.5,0,24,Basic,Organic,Portugal,0
SP-00830,2,36.76,6,5,1,3.3,0,18,Basic,Organic,United Kingdom,0
SP-00831,15,31.57,13,5,2,3.7,2,13,Professional,Referral,Germany,0
SP-00832,15,67.26,4,4,1,3.4,1,3,Basic,Organic,United Kingdom,0
SP-00833,28,99.59,13,2,0,4.5,0,2,Professional,Organic,United Kingdom,0
SP-00834,9,121.27,8,4,0,3.3,0,12,Professional,Partner,Germany,0
SP-00835,52,133.29,10,5,1,4.4,1,5,Basic,Referral,Germany,0
SP-00836,47,95.9,10,4,2,4.2,3,17,Professional,Referral,Germany,0
SP-00837,49,89.74,11,5,3,3.7,0,1,Basic,Organic,Germany,0
SP-00838,12,73.48,10,1,0,4.4,1,35,Professional,Partner,United Kingdom,0
SP-00839,1,100.62,8,5,1,2.6,1,4,Professional,Partner,United Kingdom,0
SP-00840,55,63.67,4,5,1,3.8,0,22,Enterprise,Referral,Germany,0
SP-00841,18,49.95,12,6,2,3.2,1,9,Enterprise,Organic,Germany,0
SP-00842,40,87.42,14,6,1,3.7,0,3,Enterprise,Paid,United Kingdom,0
SP-00843,55,117.32,5,2,3,3.4,1,10,Basic,Referral,Germany,0
SP-00844,3,45.74,13,5,1,3.8,0,28,Basic,Paid,Germany,0
SP-00845,1,67.27,10,3,1,3.8,0,9,Professional,Referral,United Kingdom,0
SP-00846,1,86.07,13,7,1,3.9,1,26,Professional,Partner,United Kingdom,0
SP-00847,10,85.31,4,8,0,3.9,2,11,Basic,Paid,United Kingdom,0
SP-00848,4,105.68,7,0,1,4.3,3,18,Basic,Referral,Germany,0
SP-00849,50,175.09,14,3,2,2.8,1,7,Professional,Paid,Portugal,0
SP-00850,37,31.68,10,6,0,4.2,1,6,Professional,Organic,Portugal,0
SP-00851,59,178.61,13,5,2,2.6,2,4,Professional,Referral,Portugal,0
SP-00852,49,171.6,11,3,0,1.6,0,14,Basic,Referral,Germany,0
SP-00853,58,122.13,7,2,2,5.0,1,16,Basic,Referral,Germany,0
SP-00854,15,92.84,12,1,0,3.0,0,10,Enterprise,Paid,Germany,0
SP-00855,18,64.19,8,3,1,3.4,0,7,Basic,Organic,Germany,0
SP-00856,51,121.49,4,5,1,2.3,1,31,Professional,Organic,Germany,0
SP-00857,15,94.86,7,5,1,3.4,0,11,Enterprise,Referral,United Kingdom,0
SP-00858,4,74.14,10,4,1,4.0,1,15,Enterprise,Organic,Portugal,0
SP-00859,41,120.14,9,5,2,4.0,1,8,Basic,Organic,United Kingdom,0
SP-00860,49,129.09,6,3,2,2.8,0,3,Professional,Paid,Germany,1
SP-00861,59,25.69,16,4,0,3.4,0,6,Professional,Referral,Germany,0
SP-00862,56,148.02,13,4,0,4.1,0,11,Basic,Partner,Germany,0
SP-00863,8,61.27,14,7,0,4.0,0,3,Basic,Paid,Germany,0
SP-00864,47,139.67,10,0,1,3.9,2,17,Basic,Referral,Germany,0
SP-00865,51,74.72,10,5,1,4.4,1,11,Basic,Organic,Germany,0
SP-00866,42,92.95,15,3,3,3.7,0,10,Basic,Organic,Germany,0
SP-00867,50,100.65,6,5,4,4.9,1,2,Basic,Referral,Germany,0
SP-00868,51,134.73,6,2,2,3.6,0,11,Professional,Referral,Portugal,0
SP-00869,27,114.88,8,3,0,4.4,0,13,Enterprise,Referral,United Kingdom,0
SP-00870,3,73.62,9,4,0,4.4,1,5,Professional,Referral,Portugal,0
SP-00871,28,33.18,4,3,4,2.5,0,8,Professional,Organic,United Kingdom,0
SP-00872,13,105.15,4,4,1,4.2,0,12,Basic,Referral,Germany,0
SP-00873,7,91.33,6,3,1,3.3,0,6,Professional,Organic,Germany,0
SP-00874,8,48.65,9,8,1,3.0,0,7,Basic,Referral,United Kingdom,0
SP-00875,42,95.94,14,8,2,3.5,0,6,Basic,Referral,Germany,0
SP-00876,31,85.61,7,2,3,3.9,1,16,Professional,Paid,United Kingdom,0
SP-00877,33,147.38,9,6,0,2.5,1,23,Enterprise,Paid,Germany,0
SP-00878,45,184.1,10,6,3,3.8,2,13,Basic,Paid,United Kingdom,0
SP-00879,33,127.7,10,6,3,3.6,0,9,Professional,Paid,Germany,0
SP-00880,38,83.52,8,4,2,4.6,2,18,Basic,Organic,Germany,0
SP-00881,6,88.9,3,4,0,3.3,1,3,Professional,Partner,United Kingdom,0
SP-00882,52,60.37,8,3,2,4.8,0,11,Basic,Referral,Germany,0
SP-00883,27,65.16,6,2,3,4.1,1,24,Basic,Paid,Portugal,1
SP-00884,10,81.47,8,4,2,3.8,0,7,Basic,Organic,United Kingdom,0
SP-00885,49,77.9,13,4,0,4.8,0,15,Basic,Organic,United Kingdom,0
SP-00886,45,47.52,9,0,1,5.0,2,19,Professional,Partner,Germany,1
SP-00887,4,148.05,5,1,0,3.6,0,12,Professional,Organic,United Kingdom,0
SP-00888,12,157.18,8,3,2,3.2,1,6,Professional,Referral,Germany,0
SP-00889,1,145.96,11,5,4,4.1,0,7,Enterprise,Organic,Germany,0
SP-00890,17,159.55,1,4,2,2.7,3,16,Basic,Organic,United Kingdom,1
SP-00891,6,208.11,11,1,0,2.8,0,16,Professional,Partner,Germany,0
SP-00892,43,60.84,7,2,1,4.8,2,12,Basic,Paid,United Kingdom,0
SP-00893,32,204.0,7,4,1,4.3,0,2,Basic,Paid,United Kingdom,0
SP-00894,59,73.43,11,2,1,3.1,1,4,Professional,Organic,Portugal,1
SP-00895,45,111.89,10,4,2,5.0,2,10,Enterprise,Organic,United Kingdom,0
SP-00896,37,42.93,7,4,3,2.7,0,6,Basic,Paid,Germany,0
SP-00897,31,69.48,6,2,2,4.3,0,4,Professional,Organic,Portugal,0
SP-00898,4,129.28,10,8,1,3.2,1,5,Professional,Organic,Germany,0
SP-00899,5,114.2,13,3,2,5.0,1,41,Basic,Referral,Germany,0
SP-00900,37,72.83,13,4,1,3.4,1,13,Professional,Organic,Germany,0
SP-00901,1,88.89,10,2,3,3.6,0,16,Professional,Partner,Germany,1
SP-00902,3,66.41,6,3,3,2.4,0,9,Basic,Referral,Germany,0
SP-00903,14,129.13,11,4,1,5.0,0,21,Professional,Organic,United Kingdom,0
SP-00904,54,152.41,3,1,1,3.3,1,15,Enterprise,Referral,Portugal,0
SP-00905,28,60.96,7,4,0,4.2,0,12,Professional,Referral,Germany,0
SP-00906,43,85.07,12,4,0,3.8,1,13,Basic,Referral,Germany,0
SP-00907,25,46.74,5,2,1,3.4,1,6,Basic,Partner,Germany,0
SP-00908,11,94.72,10,2,2,2.0,2,6,Basic,Referral,United Kingdom,0
SP-00909,23,106.87,15,0,0,3.6,0,13,Basic,Organic,Germany,1
SP-00910,6,98.02,5,7,1,3.6,0,19,Basic,Referral,Germany,0
SP-00911,47,103.29,7,2,1,4.1,0,24,Professional,Paid,United Kingdom,0
SP-00912,12,81.26,11,4,0,5.0,2,17,Professional,Organic,United Kingdom,0
SP-00913,23,82.08,12,4,2,4.3,2,26,Professional,Partner,Germany,0
SP-00914,59,80.47,9,2,0,4.5,3,24,Professional,Organic,United Kingdom,0
SP-00915,36,68.59,9,4,0,3.6,1,10,Basic,Organic,Germany,0
SP-00916,28,72.2,5,3,0,2.7,0,30,Enterprise,Partner,United Kingdom,1
SP-00917,33,104.79,7,2,2,3.6,1,11,Enterprise,Organic,United Kingdom,1
SP-00918,48,148.12,14,2,1,3.2,0,11,Basic,Organic,Germany,0
SP-00919,16,56.49,9,5,0,3.8,0,16,Basic,Organic,Portugal,0
SP-00920,39,81.95,4,2,0,3.4,1,24,Professional,Paid,United Kingdom,0
SP-00921,53,51.58,7,3,0,2.5,2,7,Professional,Organic,Portugal,0
SP-00922,35,69.12,7,4,1,4.8,0,11,Enterprise,Paid,Germany,0
SP-00923,27,74.01,9,2,0,3.7,0,10,Basic,Paid,Portugal,0
SP-00924,9,91.89,15,4,1,3.5,0,5,Professional,Paid,United Kingdom,0
SP-00925,15,90.81,8,4,0,2.9,0,7,Professional,Partner,Germany,0
SP-00926,57,84.75,6,6,0,3.4,0,5,Professional,Paid,United Kingdom,0
SP-00927,33,101.17,8,2,0,3.1,1,16,Basic,Organic,Portugal,0
SP-00928,19,58.76,6,3,0,2.8,0,9,Professional,Partner,Portugal,0
SP-00929,26,92.22,14,2,1,3.9,2,8,Basic,Organic,Germany,0
SP-00930,35,115.6,6,1,0,3.4,1,15,Basic,Paid,Germany,0
SP-00931,33,58.46,4,3,1,4.4,2,15,Professional,Referral,Germany,0
SP-00932,42,39.65,4,2,1,3.5,2,24,Basic,Organic,Portugal,0
SP-00933,16,128.68,9,4,0,3.9,1,2,Basic,Paid,Portugal,0
SP-00934,39,52.27,11,4,1,3.9,0,21,Basic,Paid,Germany,0
SP-00935,27,67.7,4,1,0,4.1,1,5,Professional,Partner,Germany,0
SP-00936,57,114.19,4,1,2,3.1,0,14,Basic,Referral,United Kingdom,0
SP-00937,10,57.22,10,1,0,4.5,0,5,Enterprise,Paid,Germany,0
SP-00938,9,124.86,6,2,1,2.9,1,17,Professional,Referral,Germany,1
SP-00939,28,63.61,2,2,0,3.8,0,7,Enterprise,Referral,United Kingdom,0
SP-00940,31,60.37,12,2,1,2.8,0,15,Basic,Organic,Germany,0
SP-00941,42,51.69,10,1,2,3.7,1,6,Professional,Referral,United Kingdom,0
SP-00942,25,63.85,6,6,2,4.5,1,3,Enterprise,Paid,Portugal,0
SP-00943,55,107.7,8,3,2,4.2,2,6,Enterprise,Paid,Germany,0
SP-00944,29,67.7,6,2,2,4.6,0,15,Professional,Paid,United Kingdom,0
SP-00945,8,128.9,9,2,1,3.6,0,9,Enterprise,Partner,United Kingdom,0
SP-00946,8,86.19,8,5,1,4.5,0,19,Basic,Paid,United Kingdom,0
SP-00947,59,89.37,5,6,0,3.2,1,10,Basic,Paid,Portugal,0
SP-00948,9,59.61,6,5,1,3.4,1,13,Basic,Paid,Germany,0
SP-00949,57,137.1,10,4,0,3.9,0,3,Basic,Referral,Portugal,0
SP-00950,17,116.0,6,2,0,4.5,2,15,Enterprise,Referral,United Kingdom,0
SP-00951,6,114.61,14,5,2,3.4,1,20,Basic,Partner,Germany,0
SP-00952,19,79.32,11,4,2,4.4,1,2,Basic,Referral,United Kingdom,0
SP-00953,37,49.1,8,3,0,4.0,0,4,Basic,Referral,United Kingdom,0
SP-00954,26,91.37,7,4,2,4.1,1,33,Professional,Organic,Germany,0
SP-00955,48,105.77,9,4,1,3.1,1,13,Basic,Organic,Portugal,0
SP-00956,37,106.22,13,1,2,3.5,0,9,Professional,Paid,Germany,0
SP-00957,25,100.26,4,2,2,3.7,1,8,Enterprise,Partner,Germany,0
SP-00958,39,98.52,8,5,5,4.1,0,1,Professional,Paid,United Kingdom,0
SP-00959,59,63.49,16,6,2,3.2,0,17,Basic,Paid,United Kingdom,0
SP-00960,25,64.78,6,4,0,2.8,0,9,Basic,Partner,United Kingdom,0
SP-00961,10,51.89,9,3,3,2.1,0,12,Basic,Referral,United Kingdom,1
SP-00962,25,129.54,9,5,1,4.4,0,20,Basic,Organic,United Kingdom,1
SP-00963,51,180.34,12,0,2,4.6,1,10,Professional,Paid,United Kingdom,0
SP-00964,14,256.51,10,4,0,2.2,0,23,Basic,Partner,Germany,0
SP-00965,57,94.03,7,4,1,3.9,1,3,Basic,Referral,Germany,0
SP-00966,36,98.63,8,8,0,3.5,3,14,Professional,Paid,Germany,0
SP-00967,37,80.65,8,5,0,4.8,0,7,Professional,Partner,Portugal,0
SP-00968,20,93.41,7,3,1,3.6,1,15,Professional,Organic,Germany,0
SP-00969,56,57.13,8,6,0,4.2,1,9,Professional,Referral,United Kingdom,0
SP-00970,3,79.96,7,8,3,3.5,0,24,Enterprise,Referral,United Kingdom,0
SP-00971,18,60.58,8,1,0,3.3,0,18,Professional,Referral,Germany,0
SP-00972,26,75.68,8,4,1,4.4,1,8,Basic,Organic,Germany,0
SP-00973,29,62.7,6,1,3,4.7,2,7,Basic,Referral,Germany,0
SP-00974,29,105.8,7,3,4,2.8,0,14,Professional,Paid,United Kingdom,0
SP-00975,9,111.4,9,4,1,4.7,3,10,Basic,Paid,Germany,0
SP-00976,14,97.36,9,2,0,3.0,1,13,Enterprise,Partner,Germany,0
SP-00977,6,64.89,9,1,1,1.9,0,16,Basic,Paid,Portugal,0
SP-00978,35,50.44,10,4,1,3.8,1,20,Professional,Paid,United Kingdom,1
SP-00979,22,111.93,11,4,0,4.2,0,9,Enterprise,Organic,Germany,0
SP-00980,34,86.0,5,3,0,2.6,1,6,Basic,Organic,Germany,0
SP-00981,36,39.02,6,1,1,2.2,0,24,Basic,Referral,Germany,0
SP-00982,43,91.06,3,2,2,3.4,2,20,Basic,Paid,Germany,1
SP-00983,33,98.94,7,6,1,3.3,1,15,Professional,Referral,Germany,0
SP-00984,39,43.9,10,3,5,4.9,0,17,Professional,Paid,Portugal,0
SP-00985,36,106.57,8,3,1,3.8,1,11,Enterprise,Paid,United Kingdom,0
SP-00986,40,46.54,5,0,1,4.4,0,16,Basic,Organic,Portugal,0
SP-00987,37,62.01,10,2,2,4.0,0,27,Professional,Organic,United Kingdom,0
SP-00988,19,46.66,6,1,0,5.0,1,5,Professional,Paid,Germany,0
SP-00989,15,59.38,6,2,2,3.1,0,6,Basic,Referral,United Kingdom,0
SP-00990,48,50.62,5,5,2,3.7,0,18,Enterprise,Organic,Germany,0
SP-00991,21,129.19,5,7,0,2.5,1,1,Enterprise,Referral,Germany,1
SP-00992,33,77.55,9,4,1,4.4,0,28,Professional,Organic,Germany,0
SP-00993,12,70.82,6,3,1,4.7,1,31,Basic,Referral,Portugal,0
SP-00994,26,134.44,13,3,1,4.5,0,6,Basic,Partner,United Kingdom,0
SP-00995,32,131.47,6,5,1,3.7,1,6,Basic,Organic,United Kingdom,0
SP-00996,38,73.16,8,6,1,2.6,1,1,Basic,Referral,United Kingdom,0
SP-00997,32,96.57,7,3,2,3.7,0,6,Professional,Paid,Germany,0
SP-00998,22,66.94,10,2,0,3.3,0,11,Basic,Referral,United Kingdom,0
SP-00999,58,82.45,8,1,0,4.5,2,2,Basic,Referral,Germany,0
SP-01000,31,54.25,4,1,0,3.5,1,21,Basic,Referral,Germany,0
SP-01001,49,102.44,5,3,0,3.4,2,20,Basic,Partner,Germany,1
SP-01002,45,136.72,10,1,0,5.0,0,13,Basic,Partner,Germany,0
SP-01003,34,126.42,12,7,1,4.4,0,7,Basic,Organic,United Kingdom,0
