customer_id,tenure_months,monthly_spend_eur,logins_30d,content_completions_30d,support_tickets_90d,satisfaction_score,payment_delays_12m,days_since_last_activity,plan_type,acquisition_channel,region,churned,churn_probability,risk_band,recommended_action
SP-01284,49,100.56,13,2,1,2.5,1,9,Professional,Organic,United Kingdom,0,0.38235900753896523,Medium,Send personalized content recommendation
SP-00750,10,51.54,11,2,1,4.2,0,13,Basic,Referral,Portugal,0,0.38176876939133497,Medium,Send personalized content recommendation
SP-01851,5,52.42,6,1,0,4.0,1,4,Professional,Paid,United Kingdom,1,0.38174516443778017,Medium,Send personalized content recommendation
SP-01556,10,83.59,4,5,1,3.8,0,5,Basic,Organic,United Kingdom,1,0.3810305926117149,Medium,Send personalized content recommendation
SP-00712,32,77.3,11,4,2,4.0,1,14,Professional,Paid,United Kingdom,0,0.3809006705948195,Medium,Send personalized content recommendation
SP-01634,53,59.5,5,3,2,2.9,0,3,Professional,Organic,United Kingdom,0,0.3801807385512543,Medium,Send personalized content recommendation
SP-00497,8,116.49,6,7,0,3.4,0,21,Enterprise,Paid,Germany,0,0.38002732546407736,Medium,Send re-engagement journey
SP-00397,3,52.22,10,3,2,3.9,0,2,Basic,Partner,Germany,0,0.3796285882558476,Medium,Send personalized content recommendation
SP-01874,57,112.42,4,4,2,3.7,1,12,Professional,Referral,Portugal,0,0.37955471022888965,Medium,Send personalized content recommendation
SP-02124,37,56.39,7,8,0,3.1,0,19,Basic,Organic,Portugal,1,0.3794480317123912,Medium,Send personalized content recommendation
SP-02358,14,79.02,14,1,0,3.6,1,16,Professional,Paid,Portugal,0,0.3790840193701888,Medium,Send personalized content recommendation
SP-01314,52,78.49,8,2,1,3.3,0,13,Basic,Partner,United Kingdom,0,0.3790782711178306,Medium,Send personalized content recommendation
SP-00621,27,37.64,7,9,1,3.0,2,6,Enterprise,Organic,United Kingdom,0,0.37868147372476424,Medium,Offer billing support or flexible payment plan
SP-02274,28,73.37,6,2,3,5.0,0,12,Professional,Organic,Germany,0,0.37856237040814694,Medium,Escalate unresolved service issues
SP-01383,21,93.24,14,2,0,3.1,0,17,Basic,Organic,Portugal,0,0.3783344175999726,Medium,Send personalized content recommendation
SP-00049,41,137.99,7,3,1,3.8,2,11,Basic,Referral,Portugal,0,0.3774798509352405,Medium,Offer billing support or flexible payment plan
SP-02231,38,42.07,6,4,1,3.6,0,19,Enterprise,Paid,Germany,0,0.37734064304593734,Medium,Send personalized content recommendation
SP-00966,36,98.63,8,8,0,3.5,3,14,Professional,Paid,Germany,0,0.3767456364871755,Medium,Offer billing support or flexible payment plan
SP-00306,9,111.28,12,3,2,3.7,1,3,Basic,Organic,United Kingdom,0,0.3764020708597015,Medium,Send personalized content recommendation
SP-01738,6,60.3,8,6,0,3.4,0,10,Professional,Referral,Germany,0,0.37638450847149785,Medium,Send personalized content recommendation
SP-00259,11,83.51,6,3,0,3.9,1,7,Professional,Referral,Germany,0,0.3762686253797314,Medium,Send personalized content recommendation
SP-01832,58,76.62,7,6,1,3.2,1,15,Basic,Referral,Portugal,1,0.3762163960540622,Medium,Send personalized content recommendation
SP-01757,21,100.64,9,3,0,4.2,2,13,Professional,Referral,Germany,0,0.37610394913967704,Medium,Offer billing support or flexible payment plan
SP-01442,31,200.27,8,2,1,3.7,2,13,Basic,Paid,Portugal,0,0.37583525156947784,Medium,Offer billing support or flexible payment plan
SP-02474,13,53.45,9,3,1,4.2,0,11,Basic,Referral,Germany,1,0.37574779940512587,Medium,Send personalized content recommendation
SP-01016,51,94.15,9,2,2,2.2,0,1,Professional,Organic,United Kingdom,0,0.37561980858783733,Medium,Send personalized content recommendation
SP-01503,14,95.79,6,5,3,4.1,2,2,Enterprise,Paid,United Kingdom,0,0.37530121235241026,Medium,Offer billing support or flexible payment plan
SP-00349,11,104.25,6,4,0,4.4,1,15,Basic,Paid,United Kingdom,0,0.3745710243299298,Medium,Send personalized content recommendation
SP-01246,60,78.9,6,5,1,3.6,2,20,Enterprise,Paid,Germany,0,0.37404370594693226,Medium,Offer billing support or flexible payment plan
SP-01431,29,81.33,7,4,0,4.6,1,23,Professional,Partner,Portugal,0,0.37387654983012647,Medium,Send re-engagement journey
SP-00473,26,67.72,10,3,1,3.0,0,8,Professional,Referral,Portugal,0,0.3738048093286867,Medium,Send personalized content recommendation
SP-01459,16,114.52,5,5,2,4.4,1,11,Professional,Paid,Portugal,0,0.37368912904183005,Medium,Send personalized content recommendation
SP-01997,34,99.15,6,3,0,3.6,0,17,Basic,Partner,Portugal,0,0.3736690985630812,Medium,Send personalized content recommendation
SP-00172,6,79.57,9,4,1,3.4,0,8,Basic,Paid,Portugal,0,0.3736410961116643,Medium,Send personalized content recommendation
SP-01363,22,131.21,5,6,1,4.7,1,19,Basic,Referral,Portugal,0,0.3729852142825216,Medium,Send personalized content recommendation
SP-01601,19,81.73,4,5,2,3.6,1,2,Enterprise,Referral,United Kingdom,0,0.37283813293183277,Medium,Send personalized content recommendation
SP-00878,45,184.1,10,6,3,3.8,2,13,Basic,Paid,United Kingdom,0,0.37232368019855605,Medium,Offer billing support or flexible payment plan
SP-00955,48,105.77,9,4,1,3.1,1,13,Basic,Organic,Portugal,0,0.3719698756675174,Medium,Send personalized content recommendation
SP-01176,21,107.26,7,5,1,3.6,0,13,Basic,Organic,Portugal,0,0.37193784075009817,Medium,Send personalized content recommendation
SP-01128,39,47.66,8,1,1,4.3,0,22,Enterprise,Referral,Germany,0,0.3711496345698773,Medium,Send re-engagement journey
SP-00200,58,105.18,7,5,2,4.2,0,23,Basic,Partner,Germany,0,0.37085515616284387,Medium,Send re-engagement journey
SP-02147,11,111.14,9,2,1,3.7,2,7,Enterprise,Paid,United Kingdom,0,0.37063692582945024,Medium,Offer billing support or flexible payment plan
SP-01300,2,26.9,5,5,1,4.5,0,6,Basic,Partner,United Kingdom,0,0.37050005361005406,Medium,Send personalized content recommendation
SP-01105,19,88.76,5,2,1,3.4,0,6,Professional,Paid,Portugal,0,0.37046018248712537,Medium,Send personalized content recommendation
SP-00188,23,45.67,16,6,1,3.4,1,15,Professional,Organic,Germany,1,0.3699623305667752,Medium,Send personalized content recommendation
SP-00619,4,71.06,10,1,0,5.0,2,11,Basic,Referral,Germany,0,0.3696999384468207,Medium,Offer billing support or flexible payment plan
SP-00925,15,90.81,8,4,0,2.9,0,7,Professional,Partner,Germany,0,0.369638002419421,Medium,Send personalized content recommendation
SP-01562,16,128.53,12,0,1,3.4,0,11,Professional,Paid,United Kingdom,0,0.3693588254476258,Medium,Send personalized content recommendation
SP-01884,51,108.45,7,3,0,3.6,2,13,Basic,Referral,Germany,0,0.36904674377839153,Medium,Offer billing support or flexible payment plan
SP-00601,37,108.77,5,5,1,3.9,0,16,Basic,Referral,Germany,0,0.3689639506588052,Medium,Send personalized content recommendation
SP-01984,46,64.76,7,3,1,3.1,1,4,Basic,Organic,United Kingdom,0,0.36872485040692754,Medium,Send personalized content recommendation
SP-01993,18,189.55,7,2,1,4.5,1,15,Basic,Partner,Germany,1,0.3686978472018949,Medium,Send personalized content recommendation
SP-00325,59,127.5,7,4,1,2.9,0,16,Basic,Organic,Germany,0,0.36861999456863315,Medium,Send personalized content recommendation
SP-01985,39,82.73,9,3,2,3.3,0,8,Professional,Organic,United Kingdom,0,0.3684562959626974,Medium,Send personalized content recommendation
SP-02084,41,82.58,7,3,1,3.3,1,7,Professional,Organic,Germany,0,0.36770670575380277,Medium,Send personalized content recommendation
SP-01070,1,100.56,16,4,3,3.1,0,3,Professional,Paid,Germany,0,0.36754097889514814,Medium,Escalate unresolved service issues
SP-01281,45,122.73,5,1,0,2.5,0,8,Professional,Referral,Portugal,1,0.36746514361632243,Medium,Send personalized content recommendation
SP-01476,19,143.52,11,2,0,3.1,0,19,Enterprise,Partner,United Kingdom,1,0.3673952950808733,Medium,Send personalized content recommendation
SP-00394,36,63.59,8,5,1,4.2,2,13,Basic,Paid,Germany,0,0.36715519892333054,Medium,Offer billing support or flexible payment plan
SP-01425,16,119.96,10,5,1,2.2,0,1,Professional,Referral,Germany,0,0.36678370276828204,Medium,Send personalized content recommendation
SP-00314,17,84.99,7,1,1,3.6,1,5,Enterprise,Referral,Germany,0,0.3667360045659705,Medium,Send personalized content recommendation
SP-00794,50,124.88,7,2,2,3.8,1,11,Basic,Partner,Portugal,0,0.3666098214644338,Medium,Send personalized content recommendation
SP-01526,3,60.2,4,4,0,4.6,0,12,Professional,Referral,United Kingdom,0,0.3664988852061444,Medium,Send personalized content recommendation
SP-02106,17,38.99,9,5,3,4.1,0,9,Enterprise,Referral,United Kingdom,0,0.36644485118115644,Medium,Escalate unresolved service issues
SP-00950,17,116.0,6,2,0,4.5,2,15,Enterprise,Referral,United Kingdom,0,0.3659162831055209,Medium,Offer billing support or flexible payment plan
SP-01388,20,72.7,7,4,1,3.3,0,5,Professional,Referral,Germany,0,0.36580221639398586,Medium,Send personalized content recommendation
SP-00390,10,124.66,7,2,2,4.1,0,5,Professional,Partner,United Kingdom,0,0.36576413149062265,Medium,Send personalized content recommendation
SP-02078,27,81.79,11,4,2,4.1,0,15,Basic,Organic,Germany,1,0.3657470685870724,Medium,Send personalized content recommendation
SP-01435,20,27.04,9,0,0,3.9,0,10,Professional,Referral,Germany,0,0.3657185467794294,Medium,Send personalized content recommendation
SP-01026,4,158.66,11,6,0,3.3,0,18,Basic,Paid,United Kingdom,0,0.36557066690471945,Medium,Send personalized content recommendation
SP-00447,19,60.0,14,1,2,3.9,0,11,Basic,Paid,Germany,0,0.3654371584162939,Medium,Send personalized content recommendation
SP-02471,54,79.7,6,1,2,4.2,0,16,Basic,Paid,Germany,0,0.36461795353409837,Medium,Send personalized content recommendation
SP-00095,54,45.68,7,1,1,2.9,0,6,Professional,Referral,Germany,1,0.3642584379763859,Medium,Send personalized content recommendation
SP-01624,1,84.84,7,6,0,3.5,0,9,Professional,Organic,United Kingdom,1,0.3639265706088248,Medium,Send personalized content recommendation
SP-01820,18,47.65,8,0,2,4.2,0,2,Basic,Partner,Germany,0,0.36383289104645594,Medium,Send personalized content recommendation
SP-00523,12,89.61,9,1,0,3.1,0,7,Professional,Organic,Portugal,0,0.3636949139692331,Medium,Send personalized content recommendation
SP-00257,41,67.5,5,7,1,3.9,0,17,Basic,Referral,Germany,0,0.3635205074359544,Medium,Send personalized content recommendation
SP-00552,24,100.53,7,6,0,3.6,1,14,Basic,Partner,Portugal,0,0.36338304487771045,Medium,Send personalized content recommendation
SP-02112,41,115.89,8,3,0,3.3,2,15,Enterprise,Organic,United Kingdom,0,0.3633603012497178,Medium,Offer billing support or flexible payment plan
SP-01504,20,80.0,11,3,2,3.9,0,16,Enterprise,Organic,Germany,0,0.3633285783184368,Medium,Send personalized content recommendation
SP-01660,16,116.26,7,4,1,4.1,1,9,Basic,Organic,Germany,0,0.36321589853009656,Medium,Send personalized content recommendation
SP-00374,23,64.3,15,4,3,4.3,2,11,Enterprise,Referral,United Kingdom,0,0.36306905562651903,Medium,Offer billing support or flexible payment plan
SP-01412,34,49.64,5,3,3,5.0,3,5,Enterprise,Paid,United Kingdom,0,0.3629103856334647,Medium,Offer billing support or flexible payment plan
SP-00097,15,68.61,5,5,2,4.9,0,15,Professional,Paid,Germany,0,0.3627592451905683,Medium,Send personalized content recommendation
SP-01877,14,79.05,9,2,1,3.2,0,10,Enterprise,Organic,Portugal,0,0.36271299921119554,Medium,Send personalized content recommendation
SP-02146,27,120.94,5,3,1,3.6,1,7,Professional,Paid,Germany,0,0.36238399925119463,Medium,Send personalized content recommendation
SP-02270,59,39.92,7,5,0,3.4,0,23,Professional,Referral,Portugal,0,0.3611371295378077,Medium,Send re-engagement journey
SP-02344,45,91.07,6,6,1,3.4,0,14,Basic,Referral,United Kingdom,0,0.36100755824236547,Medium,Send personalized content recommendation
SP-01213,28,135.82,8,4,2,3.2,1,1,Basic,Organic,United Kingdom,0,0.3608401662214032,Medium,Send personalized content recommendation
SP-00653,13,77.26,7,4,0,3.5,1,5,Professional,Organic,United Kingdom,0,0.3603263750797154,Medium,Send personalized content recommendation
SP-01604,20,148.38,9,3,1,3.8,0,14,Basic,Organic,United Kingdom,0,0.36027714305406927,Medium,Send personalized content recommendation
SP-00054,29,98.78,9,5,2,4.4,0,18,Basic,Organic,Germany,0,0.360198440096153,Medium,Send personalized content recommendation
SP-00429,2,73.18,2,6,1,5.0,0,15,Basic,Paid,Portugal,0,0.3599407457845289,Medium,Send personalized content recommendation
SP-00326,14,90.31,7,4,3,4.4,0,5,Professional,Referral,Germany,0,0.35978503937474476,Medium,Escalate unresolved service issues
SP-00341,39,65.98,9,5,2,4.5,2,14,Professional,Paid,Germany,0,0.3596394313508623,Medium,Offer billing support or flexible payment plan
SP-02254,31,110.62,7,6,0,3.1,1,10,Basic,Referral,Germany,0,0.359580518270975,Medium,Send personalized content recommendation
SP-01990,56,113.61,10,2,1,2.9,0,16,Basic,Paid,United Kingdom,0,0.3594988079816913,Medium,Send personalized content recommendation
SP-00620,9,126.14,9,4,3,5.0,0,12,Basic,Referral,United Kingdom,0,0.3591297191834622,Medium,Escalate unresolved service issues
SP-01554,38,96.8,7,1,0,4.2,0,20,Basic,Partner,Germany,0,0.3588507586960569,Medium,Send personalized content recommendation
SP-00508,15,48.26,12,5,2,3.6,0,6,Basic,Referral,Germany,0,0.35818032878352946,Medium,Send personalized content recommendation
SP-01956,25,128.4,5,2,3,4.8,0,10,Professional,Organic,Germany,0,0.3580403463108067,Medium,Escalate unresolved service issues
SP-00996,38,73.16,8,6,1,2.6,1,1,Basic,Referral,United Kingdom,0,0.3579548240951512,Medium,Send personalized content recommendation
SP-00629,31,57.16,6,4,1,3.9,1,6,Basic,Referral,Germany,0,0.3579393747396766,Medium,Send personalized content recommendation
SP-00017,31,128.52,9,6,1,2.3,0,8,Basic,Paid,Germany,0,0.3578117119561264,Medium,Send personalized content recommendation
SP-00934,39,52.27,11,4,1,3.9,0,21,Basic,Paid,Germany,0,0.3576542673033359,Medium,Send re-engagement journey
SP-02032,11,164.34,10,6,1,4.4,2,21,Enterprise,Organic,Germany,0,0.35740656541224997,Medium,Offer billing support or flexible payment plan
SP-00128,46,86.03,8,3,2,4.1,0,16,Professional,Referral,Germany,0,0.3573941704462614,Medium,Send personalized content recommendation
SP-01520,28,53.69,5,2,0,3.8,0,18,Enterprise,Organic,Portugal,0,0.3570873239492969,Medium,Send personalized content recommendation
SP-01651,12,116.79,12,6,0,3.0,1,11,Basic,Referral,Portugal,0,0.35671406478230444,Medium,Send personalized content recommendation
SP-00035,54,135.97,2,4,0,2.9,2,6,Professional,Referral,Portugal,0,0.35665943714550397,Medium,Offer billing support or flexible payment plan
SP-00218,6,68.16,9,4,0,4.4,0,17,Professional,Partner,United Kingdom,0,0.35646125584687516,Medium,Send personalized content recommendation
SP-01355,14,64.0,12,4,1,3.3,0,7,Basic,Referral,Germany,0,0.355571269855582,Medium,Send personalized content recommendation
SP-01292,52,69.05,7,6,2,4.0,2,11,Professional,Referral,Portugal,0,0.35487377528996233,Medium,Offer billing support or flexible payment plan
SP-01977,56,40.43,4,4,1,3.6,1,9,Basic,Paid,United Kingdom,0,0.35414365263290326,Medium,Send personalized content recommendation
SP-00191,42,93.39,7,5,1,4.4,2,15,Professional,Referral,Germany,0,0.3541188851466106,Medium,Offer billing support or flexible payment plan
SP-01084,34,55.73,10,3,1,3.2,1,10,Enterprise,Organic,United Kingdom,0,0.35375566353738147,Medium,Send personalized content recommendation
SP-02001,53,104.32,5,7,1,3.5,1,19,Professional,Paid,Portugal,0,0.3534396235106578,Medium,Send personalized content recommendation
SP-01066,24,116.12,6,2,0,3.5,0,12,Basic,Organic,Portugal,0,0.35287906552505666,Medium,Send personalized content recommendation
SP-00273,10,87.12,11,5,3,5.0,2,6,Professional,Referral,Germany,0,0.3520962404830962,Medium,Offer billing support or flexible payment plan
SP-02313,31,106.89,6,3,0,2.8,0,7,Professional,Organic,United Kingdom,0,0.3520906110249432,Medium,Send personalized content recommendation
SP-02398,18,28.57,8,5,1,4.6,1,11,Basic,Organic,Germany,0,0.3519075714359551,Medium,Send personalized content recommendation
SP-00702,37,123.0,13,2,0,2.4,1,9,Basic,Referral,Portugal,0,0.35105673437436147,Medium,Send personalized content recommendation
SP-00857,15,94.86,7,5,1,3.4,0,11,Enterprise,Referral,United Kingdom,0,0.3508236313740408,Medium,Send personalized content recommendation
SP-00389,54,105.74,5,2,2,4.3,3,8,Enterprise,Partner,United Kingdom,0,0.3506710925324786,Medium,Offer billing support or flexible payment plan
SP-00226,19,92.83,15,3,2,3.4,1,5,Professional,Referral,Germany,1,0.34928624483441906,Medium,Send personalized content recommendation
SP-00840,55,63.67,4,5,1,3.8,0,22,Enterprise,Referral,Germany,0,0.3492410583911843,Medium,Send re-engagement journey
SP-00047,27,114.84,9,1,1,4.0,2,12,Enterprise,Referral,Portugal,0,0.34913332117499035,Medium,Offer billing support or flexible payment plan
SP-00370,47,63.92,4,5,1,3.7,0,15,Professional,Paid,United Kingdom,0,0.34882320339575695,Medium,Send personalized content recommendation
SP-02060,25,144.21,9,4,0,3.1,0,17,Professional,Organic,Portugal,0,0.3485356987666968,Medium,Send personalized content recommendation
SP-02459,29,75.72,8,6,1,4.9,1,22,Professional,Organic,Germany,0,0.3484036132768795,Medium,Send re-engagement journey
SP-02004,28,50.82,4,1,0,4.4,0,13,Professional,Partner,Germany,1,0.3483460940812696,Medium,Send personalized content recommendation
SP-02412,3,127.59,7,3,0,4.2,0,14,Professional,Organic,United Kingdom,0,0.34803852895173665,Medium,Send personalized content recommendation
SP-00739,45,54.09,5,2,0,4.2,2,11,Basic,Organic,Portugal,0,0.3478557655129128,Medium,Offer billing support or flexible payment plan
SP-00660,18,78.59,11,2,3,4.2,0,6,Basic,Paid,United Kingdom,0,0.34780949461639454,Medium,Escalate unresolved service issues
SP-00919,16,56.49,9,5,0,3.8,0,16,Basic,Organic,Portugal,0,0.3477181167114835,Medium,Send personalized content recommendation
SP-00706,34,79.25,11,4,3,4.0,0,10,Professional,Referral,United Kingdom,0,0.34749273438522615,Medium,Escalate unresolved service issues
SP-02419,18,97.61,4,1,1,4.3,1,8,Enterprise,Organic,United Kingdom,0,0.3472666009824775,Medium,Send personalized content recommendation
SP-00243,6,92.06,11,4,1,4.4,0,19,Basic,Paid,Portugal,0,0.3468022897434008,Medium,Send personalized content recommendation
SP-02408,43,78.14,7,4,1,4.8,1,26,Enterprise,Partner,United Kingdom,0,0.34657703944555895,Medium,Send re-engagement journey
SP-01269,58,109.44,7,4,0,4.2,3,17,Basic,Organic,Germany,0,0.34633095225790494,Medium,Offer billing support or flexible payment plan
SP-00078,14,98.81,7,6,0,4.2,3,5,Basic,Organic,United Kingdom,1,0.3461857593399843,Medium,Offer billing support or flexible payment plan
SP-01455,35,132.59,2,3,1,4.5,0,15,Basic,Referral,Germany,0,0.3459509508173083,Medium,Send personalized content recommendation
SP-01961,51,84.97,9,2,0,4.1,0,26,Professional,Organic,United Kingdom,1,0.3452534887302369,Medium,Send re-engagement journey
SP-02111,17,52.82,7,5,1,4.2,0,14,Professional,Paid,Germany,0,0.345172042410076,Medium,Send personalized content recommendation
SP-01323,33,107.69,7,3,1,3.1,1,4,Professional,Paid,United Kingdom,0,0.3449392387351292,Medium,Send personalized content recommendation
SP-01931,6,131.0,4,3,0,4.8,0,16,Basic,Organic,United Kingdom,0,0.3444885285439738,Medium,Send personalized content recommendation
SP-00792,28,75.88,6,1,1,4.2,0,11,Basic,Organic,Portugal,0,0.3432799273744583,Medium,Send personalized content recommendation
SP-02271,20,133.62,13,3,1,4.0,2,10,Basic,Partner,Germany,0,0.3429482501211513,Medium,Offer billing support or flexible payment plan
SP-02095,10,125.97,4,5,0,5.0,2,14,Professional,Organic,Germany,0,0.3428023056530699,Medium,Offer billing support or flexible payment plan
SP-01429,17,91.22,5,3,1,3.5,0,1,Basic,Referral,Germany,0,0.3424608876405226,Medium,Send personalized content recommendation
SP-00632,20,170.73,8,5,2,3.6,1,7,Basic,Paid,Germany,0,0.3421499216578566,Medium,Send personalized content recommendation
SP-02450,11,170.45,8,3,0,3.9,0,16,Basic,Partner,Germany,0,0.3420265234101457,Medium,Send personalized content recommendation
SP-01157,8,61.9,10,3,3,5.0,0,10,Professional,Referral,Portugal,0,0.34200550688732495,Medium,Escalate unresolved service issues
SP-01647,21,46.43,10,7,1,3.8,0,14,Professional,Partner,United Kingdom,0,0.34185142239868066,Medium,Send personalized content recommendation
SP-00679,32,109.8,10,1,0,2.9,0,9,Basic,Organic,United Kingdom,0,0.34167361273897773,Medium,Send personalized content recommendation
SP-00900,37,72.83,13,4,1,3.4,1,13,Professional,Organic,Germany,0,0.34159218019389304,Medium,Send personalized content recommendation
SP-01524,10,75.55,10,9,1,3.6,1,8,Basic,Organic,United Kingdom,0,0.34108982542807653,Medium,Send personalized content recommendation
SP-00427,52,124.63,4,7,1,3.2,0,16,Basic,Referral,Portugal,0,0.3409577387950899,Medium,Send personalized content recommendation
SP-01860,45,60.6,6,4,3,4.2,0,8,Basic,Organic,Germany,0,0.34035667197003966,Medium,Escalate unresolved service issues
SP-02189,28,60.66,10,4,2,3.9,1,5,Basic,Organic,Germany,0,0.34034390594788183,Medium,Send personalized content recommendation
SP-02295,43,88.82,11,1,2,3.6,0,13,Professional,Paid,Germany,0,0.34022238964474283,Medium,Send personalized content recommendation
SP-01317,43,73.92,7,2,1,3.5,0,16,Enterprise,Organic,Germany,1,0.33999848262178883,Medium,Send personalized content recommendation
SP-00244,39,68.56,5,2,1,3.3,0,12,Enterprise,Paid,Germany,0,0.3395062541242902,Medium,Send personalized content recommendation
SP-01682,1,96.49,5,4,0,4.2,2,4,Basic,Paid,Portugal,0,0.33882495501388943,Medium,Offer billing support or flexible payment plan
SP-01320,24,87.69,9,3,3,4.9,1,7,Basic,Referral,Germany,0,0.33875566574698124,Medium,Escalate unresolved service issues
SP-01453,4,64.24,9,3,0,4.1,1,6,Basic,Organic,United Kingdom,0,0.33866694341627124,Medium,Send personalized content recommendation
SP-00087,6,78.93,9,7,1,3.9,0,11,Basic,Organic,Germany,0,0.3384281977576008,Medium,Send personalized content recommendation
SP-00173,47,89.67,13,2,1,4.2,3,18,Enterprise,Partner,Germany,0,0.3378647051698136,Medium,Offer billing support or flexible payment plan
SP-02470,13,140.76,7,7,0,3.6,1,12,Professional,Referral,Germany,0,0.3372914205665059,Medium,Send personalized content recommendation
SP-00563,30,34.26,8,3,1,4.5,0,15,Basic,Organic,Germany,0,0.33705067186578463,Medium,Send personalized content recommendation
SP-01180,2,113.2,5,5,1,4.6,1,11,Professional,Paid,Portugal,0,0.33651750515163353,Medium,Send personalized content recommendation
SP-01452,3,106.31,11,4,2,3.3,0,1,Basic,Paid,United Kingdom,0,0.33603651187720723,Medium,Send personalized content recommendation
SP-00430,43,35.44,12,3,0,4.0,0,24,Professional,Organic,United Kingdom,0,0.33594939540593616,Medium,Send re-engagement journey
SP-01011,17,120.15,7,4,0,3.1,0,9,Basic,Organic,Portugal,0,0.3358916414434781,Medium,Send personalized content recommendation
SP-00147,3,96.96,11,8,2,4.1,1,10,Professional,Organic,Portugal,0,0.33566840673767023,Medium,Send personalized content recommendation
SP-00231,28,125.78,6,5,2,3.8,0,8,Basic,Partner,Germany,0,0.33536414156576305,Medium,Send personalized content recommendation
SP-01184,27,83.02,10,2,1,4.6,1,16,Basic,Organic,Portugal,0,0.3350401953545947,Medium,Send personalized content recommendation
SP-01123,17,178.38,7,3,0,4.2,0,21,Professional,Organic,Germany,0,0.33489095764373267,Medium,Send re-engagement journey
SP-00154,18,142.13,9,3,2,4.6,1,15,Professional,Paid,Portugal,1,0.33487703806394475,Medium,Send personalized content recommendation
SP-02119,33,113.12,2,5,2,4.5,1,6,Basic,Referral,Germany,0,0.3346281607488657,Medium,Send personalized content recommendation
SP-01134,46,47.79,5,5,0,2.7,0,8,Professional,Organic,Germany,0,0.33460458693124073,Medium,Send personalized content recommendation
SP-00562,3,151.2,6,3,2,4.5,0,7,Professional,Partner,Germany,0,0.33417146947331056,Medium,Send personalized content recommendation
SP-00407,27,27.15,7,1,0,3.7,0,8,Basic,Paid,United Kingdom,0,0.33329955477578327,Medium,Send personalized content recommendation
SP-00487,21,113.59,10,4,1,3.1,1,3,Professional,Organic,United Kingdom,0,0.3332181585125108,Medium,Send personalized content recommendation
SP-01888,25,71.09,12,1,1,3.8,0,12,Professional,Organic,Germany,0,0.3331515550328688,Medium,Send personalized content recommendation
SP-01710,13,63.59,11,2,3,4.7,1,3,Basic,Paid,United Kingdom,0,0.33275703756344666,Medium,Escalate unresolved service issues
SP-01499,29,189.84,8,5,1,3.4,1,13,Basic,Paid,Germany,0,0.3326222885846469,Medium,Send personalized content recommendation
SP-01395,13,126.9,9,2,1,3.3,1,5,Enterprise,Organic,United Kingdom,0,0.3323683918987764,Medium,Send personalized content recommendation
SP-01092,27,107.38,14,3,2,4.3,0,18,Basic,Referral,Germany,1,0.33233243557239545,Medium,Send personalized content recommendation
SP-01655,10,78.78,4,2,0,4.4,1,6,Basic,Organic,Portugal,0,0.33137796336646197,Medium,Send personalized content recommendation
SP-01749,49,131.6,8,2,2,5.0,1,22,Basic,Organic,Portugal,0,0.3310156425411458,Medium,Send re-engagement journey
SP-01097,51,43.56,9,0,1,4.3,1,18,Enterprise,Partner,United Kingdom,0,0.3309984238803737,Medium,Send personalized content recommendation
SP-00312,41,75.84,8,2,2,3.4,0,5,Professional,Organic,Germany,0,0.33062064287100457,Medium,Send personalized content recommendation
SP-01352,24,210.37,2,2,3,4.9,0,11,Basic,Paid,Germany,1,0.3305531879621819,Medium,Escalate unresolved service issues
SP-02234,9,66.94,9,6,1,3.8,0,8,Basic,Partner,Germany,0,0.33036869262168883,Medium,Send personalized content recommendation
SP-02425,21,47.04,8,7,3,5.0,1,8,Basic,Referral,Germany,0,0.3301259869243749,Medium,Escalate unresolved service issues
SP-00265,60,47.73,6,4,1,3.9,1,16,Professional,Paid,Germany,1,0.3298579877851813,Medium,Send personalized content recommendation
SP-00190,19,101.88,5,2,2,4.9,0,9,Basic,Partner,Germany,0,0.32976696809228034,Medium,Send personalized content recommendation
SP-02003,24,123.31,16,2,1,2.8,1,5,Basic,Organic,United Kingdom,0,0.329702722930409,Medium,Send personalized content recommendation
SP-02236,48,84.86,11,4,0,2.8,0,15,Basic,Referral,United Kingdom,0,0.3296936473230379,Medium,Send personalized content recommendation
SP-01297,16,82.85,9,8,1,3.6,0,13,Basic,Referral,Portugal,0,0.3296577835985111,Medium,Send personalized content recommendation
SP-00929,26,92.22,14,2,1,3.9,2,8,Basic,Organic,Germany,0,0.3291906872928821,Medium,Offer billing support or flexible payment plan
SP-01414,48,61.97,6,1,0,4.5,3,8,Basic,Organic,Germany,0,0.3290932597850833,Medium,Offer billing support or flexible payment plan
SP-01914,47,68.05,9,2,3,4.1,1,5,Professional,Organic,Germany,0,0.3288813080480543,Medium,Escalate unresolved service issues
SP-02386,53,71.1,4,5,1,3.2,0,9,Basic,Organic,Germany,0,0.32875036529858187,Medium,Send personalized content recommendation
SP-02467,19,123.66,6,3,1,4.3,1,7,Basic,Referral,Germany,1,0.3286390720424279,Medium,Send personalized content recommendation
SP-02249,10,55.02,6,1,1,4.1,0,3,Professional,Partner,Portugal,0,0.32841711802877255,Medium,Send personalized content recommendation
SP-00117,3,148.95,7,4,0,5.0,0,22,Basic,Partner,Germany,0,0.3283087019090034,Medium,Send re-engagement journey
SP-00359,6,71.27,9,5,0,4.6,1,14,Professional,Referral,United Kingdom,0,0.3282658625058363,Medium,Send personalized content recommendation
SP-02437,39,87.84,8,3,0,2.6,1,3,Professional,Partner,Germany,0,0.3282556422550142,Medium,Send personalized content recommendation
